country,respondent_id,age,urban_rural,income_level,sex,marital_status,education,life_satisfaction,freedom_of_choice,emancipative_values,trust_people,importance_of_god,financial_satisfaction,secular_values
Hong Kong SAR,344070025,68.0,Urban,Low,Female,Married,Lower,10.0,10.0,0.194166667,Not trusted,10.0,3.0,0.4
Hong Kong SAR,344070145,55.0,Urban,Medium,Male,Single,Middle,6.0,6.0,0.500143889,Not trusted,2.0,6.0,0.4291666667
Hong Kong SAR,344070537,72.0,Urban,Medium,Female,Widowed,Lower,9.0,10.0,0.616944444,Not trusted,7.0,10.0,0.4530805556
Hong Kong SAR,344070812,69.0,Urban,Low,Female,Widowed,Middle,9.0,9.0,0.251203704,Not trusted,3.0,10.0,0.415
Hong Kong SAR,344071178,43.0,Urban,Medium,Male,Married,Higher,7.0,7.0,0.516990741,Trusted,1.0,7.0,0.4152777778
Hong Kong SAR,344070086,33.0,Urban,Medium,Male,Married,Higher,6.0,6.0,0.597300741,Trusted,7.0,6.0,0.4980555556
Hong Kong SAR,344071693,45.0,Urban,High,Male,Single,Higher,7.0,8.0,0.461296296,Not trusted,6.0,8.0,0.6094444444
Hong Kong SAR,344071920,38.0,Urban,Medium,Female,Married,Higher,8.0,7.0,0.320231482,Not trusted,9.0,8.0,0.4563888889
Hong Kong SAR,344071126,56.0,Urban,Medium,Male,Single,Higher,9.0,8.0,0.431759259,Trusted,5.0,9.0,0.4977777778
Hong Kong SAR,344071898,39.0,Urban,Medium,Female,Married,Middle,8.0,8.0,0.545740741,Not trusted,2.0,10.0,0.6227777778
Hong Kong SAR,344071912,50.0,Urban,Medium,Male,Married,Middle,10.0,10.0,0.442916667,Trusted,5.0,10.0,0.4708333333
Hong Kong SAR,344071443,33.0,Urban,Medium,Female,Single,Higher,6.0,7.0,0.679444444,Trusted,5.0,5.0,0.8033333333
Hong Kong SAR,344071203,23.0,Urban,Medium,Female,Single,Higher,5.0,6.0,0.681759259,Trusted,4.0,5.0,0.8033333333
Hong Kong SAR,344070363,66.0,Urban,Medium,Female,Divorced,Lower,8.0,6.0,0.54287037,Not trusted,1.0,6.0,0.4569444444
Hong Kong SAR,344071691,45.0,Urban,Low,Female,Single,Middle,7.0,7.0,0.758703704,Not trusted,3.0,6.0,0.5816666667
Hong Kong SAR,344071211,27.0,Urban,Medium,Male,Single,Higher,7.0,7.0,0.477638889,Trusted,10.0,5.0,0.2208333333
Hong Kong SAR,344071027,51.0,Urban,Medium,Male,Married,Middle,8.0,8.0,0.4575,Not trusted,2.0,7.0,0.7058333333
Hong Kong SAR,344071031,67.0,Urban,Low,Male,Married,Lower,6.0,8.0,0.548055556,Not trusted,6.0,4.0,0.3033333333
Hong Kong SAR,344071507,47.0,Urban,Medium,Female,Married,Middle,5.0,5.0,0.554444444,Not trusted,5.0,5.0,0.7608333333
Hong Kong SAR,344071424,32.0,Urban,Medium,Female,Married,Middle,5.0,5.0,0.485138889,Trusted,6.0,6.0,0.6091666667
Hong Kong SAR,344071625,52.0,Urban,Low,Male,Married,Middle,3.0,3.0,0.637777778,Not trusted,1.0,3.0,0.7208333333
Hong Kong SAR,344070666,63.0,Urban,High,Female,Married,Lower,9.0,8.0,0.372685185,Trusted,3.0,9.0,0.6233333333
Hong Kong SAR,344070365,30.0,Urban,Medium,Male,Single,Middle,7.0,9.0,0.496157407,Not trusted,8.0,7.0,0.4011111111
Hong Kong SAR,344070078,62.0,Urban,Low,Female,Widowed,Lower,5.0,5.0,0.249166667,Not trusted,10.0,4.0,0.165
Hong Kong SAR,344070028,48.0,Urban,,Female,Married,Lower,6.0,7.0,,,5.0,,
Hong Kong SAR,344071512,51.0,Urban,Low,Male,Married,Middle,3.0,4.0,0.320648148,Not trusted,6.0,2.0,0.6369444444
Hong Kong SAR,344070526,53.0,Urban,Medium,Female,Single,,8.0,9.0,0.520416667,Not trusted,6.0,8.0,0.6641666667
Hong Kong SAR,344071929,35.0,Urban,Medium,Female,Living together as married,Middle,4.0,7.0,0.709537037,Trusted,4.0,4.0,0.8177777778
Hong Kong SAR,344070056,38.0,Urban,Low,Female,Single,Middle,5.0,5.0,0.325833333,Trusted,5.0,5.0,0.6369444444
Hong Kong SAR,344070639,72.0,Urban,Low,Female,Married,Middle,5.0,5.0,0.3325,Trusted,1.0,5.0,0.3183333333
Hong Kong SAR,344070303,54.0,Urban,Medium,Female,Married,Middle,8.0,7.0,0.35537037,Trusted,9.0,8.0,0.4844444444
Hong Kong SAR,344070719,44.0,Urban,Medium,Male,Married,Higher,8.0,9.0,0.512777778,Not trusted,10.0,9.0,0.312
Hong Kong SAR,344070625,41.0,Urban,Medium,Male,Single,Higher,6.0,7.0,0.441018519,Trusted,7.0,6.0,0.4616938889
Hong Kong SAR,344070008,44.0,Urban,Low,Female,Married,Middle,5.0,10.0,0.320925926,Not trusted,6.0,5.0,0.1927777778
Hong Kong SAR,344070804,38.0,Urban,Medium,Male,Married,Higher,9.0,8.0,0.459537037,Not trusted,8.0,9.0,0.5680555556
Hong Kong SAR,344071050,44.0,Urban,Medium,Male,Married,Middle,8.0,8.0,0.436944444,Trusted,1.0,7.0,0.3177777778
Hong Kong SAR,344070337,28.0,Urban,Medium,Female,Single,Higher,8.0,8.0,0.682314815,Trusted,5.0,7.0,0.4008333333
Hong Kong SAR,344070048,50.0,Urban,Medium,Female,Married,Lower,10.0,8.0,0.255694444,Not trusted,8.0,10.0,0.5958333333
Hong Kong SAR,344071558,56.0,Urban,Medium,Male,Married,Middle,5.0,7.0,0.698240741,Trusted,3.0,3.0,0.7886111111
Hong Kong SAR,344070107,52.0,Urban,Medium,Female,Married,Higher,8.0,8.0,0.429583333,Trusted,2.0,7.0,0.4972222222
Hong Kong SAR,344070350,71.0,Urban,Low,Male,Married,Middle,5.0,5.0,0.438703704,Not trusted,1.0,3.0,0.4975
Hong Kong SAR,344071080,53.0,Urban,Medium,Male,Married,Higher,7.0,7.0,0.728055556,Trusted,3.0,7.0,0.4283333333
Hong Kong SAR,344070239,60.0,Urban,Low,Male,Married,Lower,3.0,3.0,0.413240741,Not trusted,2.0,2.0,0.3741666667
Hong Kong SAR,344070214,50.0,Urban,Low,Female,Married,Middle,6.0,6.0,0.616527778,Not trusted,1.0,6.0,0.415
Hong Kong SAR,344071145,57.0,Urban,Medium,Male,Married,Higher,8.0,7.0,0.672638889,Trusted,10.0,8.0,0.3875
Hong Kong SAR,344071316,54.0,Urban,Low,Male,Married,Higher,4.0,4.0,0.401666667,Not trusted,3.0,3.0,0.4841666667
Hong Kong SAR,344071197,27.0,Urban,Medium,Female,Married,Higher,8.0,4.0,0.6725,Trusted,10.0,6.0,0.5116666667
Hong Kong SAR,344070794,58.0,Urban,Medium,Female,Married,Middle,7.0,7.0,0.515092593,Trusted,1.0,7.0,0.3900816667
Hong Kong SAR,344071097,46.0,Urban,Medium,Male,Married,Higher,5.0,4.0,0.401111111,Not trusted,5.0,5.0,0.6369444444
Hong Kong SAR,344071238,26.0,Urban,Medium,Male,Single,Higher,6.0,9.0,0.693333333,Trusted,5.0,5.0,0.7611111111
Hong Kong SAR,344071970,27.0,Urban,Medium,Male,Living together as married,Higher,7.0,6.0,0.657777778,Trusted,3.0,5.0,0.6916666667
Hong Kong SAR,344071661,62.0,Urban,Medium,Male,Married,Higher,3.0,3.0,0.507592593,Not trusted,8.0,3.0,0.2894444444
Hong Kong SAR,344071756,44.0,Urban,Medium,Male,Single,Higher,5.0,6.0,0.663796296,Not trusted,5.0,5.0,0.4002777778
Hong Kong SAR,344070524,68.0,Urban,Medium,Male,Married,Lower,5.0,5.0,0.5475,Trusted,1.0,7.0,0.3461111111
Hong Kong SAR,344070233,66.0,Urban,Medium,Female,Married,Lower,8.0,8.0,0.2425,Trusted,8.0,8.0,0.54
Hong Kong SAR,344070645,89.0,Urban,Low,Male,Widowed,Lower,4.0,5.0,0.464166667,Not trusted,9.0,5.0,0.4005555556
Hong Kong SAR,344072014,30.0,Urban,Medium,Male,Single,Higher,5.0,5.0,0.207916667,Not trusted,6.0,5.0,0.6108333333
Hong Kong SAR,344070534,59.0,Urban,Medium,Female,Married,Lower,8.0,7.0,0.423981482,Not trusted,1.0,7.0,0.4016666667
Hong Kong SAR,344071587,57.0,Urban,Medium,Female,Widowed,Middle,8.0,10.0,0.804444444,Not trusted,1.0,8.0,0.5125
Hong Kong SAR,344070604,50.0,Urban,Medium,Male,Divorced,Middle,5.0,6.0,0.645,Not trusted,9.0,5.0,0.4980555556
Hong Kong SAR,344071269,28.0,Urban,Low,Male,Single,Higher,7.0,7.0,0.716759259,Not trusted,5.0,6.0,0.8308333333
Hong Kong SAR,344071075,33.0,Urban,Medium,Female,Single,Higher,6.0,7.0,0.397592593,Not trusted,5.0,7.0,0.4844444444
Hong Kong SAR,344071371,50.0,Urban,Medium,Female,Single,Middle,4.0,5.0,0.394722222,Trusted,7.0,4.0,0.7469444444
Hong Kong SAR,344070061,47.0,Urban,Medium,Female,Single,Middle,8.0,9.0,0.420185185,Not trusted,5.0,8.0,0.4144444444
Hong Kong SAR,344071327,28.0,Urban,Medium,Female,Married,Higher,5.0,5.0,0.540277778,Trusted,5.0,4.0,0.7069444444
Hong Kong SAR,344070093,53.0,Urban,Low,Male,Married,Lower,6.0,1.0,0.453864444,Not trusted,1.0,5.0,0.6104166667
Hong Kong SAR,344070667,25.0,Urban,Medium,Male,Single,Middle,5.0,7.0,0.663796296,Trusted,7.0,7.0,0.6233333333
Hong Kong SAR,344070281,46.0,Urban,Low,Female,Married,Lower,1.0,1.0,0.693333333,Not trusted,1.0,1.0,0.4716666667
Hong Kong SAR,344071997,24.0,Urban,Low,Female,Single,Higher,7.0,7.0,0.953703704,Not trusted,1.0,3.0,0.6233333333
Hong Kong SAR,344070360,,Urban,Medium,Female,Married,Higher,10.0,9.0,0.64037,Not trusted,,10.0,0.5069475
Hong Kong SAR,344071390,21.0,Urban,Medium,Male,Single,Middle,7.0,7.0,0.665694444,Trusted,1.0,9.0,0.6377777778
Hong Kong SAR,344071515,55.0,Urban,Medium,Female,Married,Middle,3.0,5.0,0.385740741,Not trusted,6.0,2.0,0.4152777778
Hong Kong SAR,344070848,18.0,Urban,Medium,Male,Single,Middle,7.0,7.0,0.505416667,Not trusted,3.0,6.0,0.5119444444
Hong Kong SAR,344071449,38.0,Urban,Medium,Male,Married,Higher,8.0,7.0,0.537685185,Trusted,8.0,8.0,0.5533333333
Hong Kong SAR,344070111,25.0,Urban,Medium,Male,Single,Middle,10.0,9.0,0.626203704,Trusted,10.0,7.0,0.1661111111
Hong Kong SAR,344070043,91.0,Urban,Low,Male,Married,Lower,10.0,1.0,0.33875,Not trusted,6.0,2.0,0.3452777778
Hong Kong SAR,344070126,71.0,Urban,Low,Female,Divorced,Lower,7.0,8.0,0.389814815,Not trusted,1.0,6.0,0.421555
Hong Kong SAR,344070205,41.0,Urban,Medium,Female,Married,Lower,8.0,8.0,0.417453704,Trusted,1.0,8.0,0.4425
Hong Kong SAR,344070053,60.0,Urban,Medium,Female,Divorced,Lower,10.0,10.0,0.422083333,Trusted,10.0,8.0,0.1925
Hong Kong SAR,344070546,74.0,Urban,Low,Female,Married,Lower,10.0,8.0,0.228333333,Not trusted,10.0,8.0,0.1761005556
Hong Kong SAR,344070069,23.0,Urban,Medium,Male,Single,Middle,4.0,6.0,0.590277778,Trusted,1.0,6.0,0.5258333333
Hong Kong SAR,344071893,35.0,Urban,Low,Male,Single,Higher,5.0,7.0,0.294768519,Not trusted,9.0,4.0,0.6513888889
Hong Kong SAR,344071626,46.0,Urban,Medium,Male,Single,Middle,3.0,4.0,0.496157407,Not trusted,3.0,4.0,0.83
Hong Kong SAR,344070184,45.0,Urban,Medium,Male,Married,Lower,10.0,10.0,0.406296296,Not trusted,1.0,10.0,0.3744444444
Hong Kong SAR,344070138,57.0,Urban,Medium,Female,Married,Lower,9.0,8.0,0.565601852,Trusted,3.0,6.0,0.7341666667
Hong Kong SAR,344070900,55.0,Urban,Low,Male,Single,Middle,6.0,8.0,0.734397037,Trusted,10.0,5.0,0.3730555556
Hong Kong SAR,344070797,34.0,Urban,Medium,Female,Married,Higher,6.0,6.0,0.694027778,Not trusted,9.0,7.0,0.5541666667
Hong Kong SAR,344070133,41.0,Urban,Medium,Female,Married,Middle,8.0,8.0,0.758148148,Not trusted,6.0,9.0,0.5958333333
Hong Kong SAR,344070081,80.0,Urban,Low,Male,Widowed,Lower,7.0,6.0,0.31587963,Not trusted,3.0,4.0,0.5958333333
Hong Kong SAR,344071561,64.0,Urban,Medium,Male,Single,Middle,6.0,8.0,0.52162037,Trusted,4.0,8.0,0.5677777778
Hong Kong SAR,344071619,53.0,Urban,Medium,Male,Married,Higher,7.0,6.0,0.393240741,Not trusted,1.0,7.0,0.4702777778
Hong Kong SAR,344070542,81.0,Urban,Low,Male,Married,Lower,5.0,3.0,0.274907407,Not trusted,8.0,5.0,0.3866666667
Hong Kong SAR,344071674,23.0,Urban,Low,Male,Single,Higher,7.0,6.0,0.614212963,Trusted,4.0,5.0,0.6916666667
Hong Kong SAR,344070984,53.0,Urban,Medium,Female,Divorced,Lower,9.0,8.0,0.4225,Not trusted,8.0,8.0,0.4152777778
Hong Kong SAR,344070166,29.0,Urban,Medium,Male,Married,Higher,7.0,8.0,0.680925926,Not trusted,2.0,8.0,0.3597222222
Hong Kong SAR,344070249,35.0,Urban,Medium,Female,Single,Middle,7.0,7.0,0.33712963,Not trusted,8.0,6.0,0.3866666667
Hong Kong SAR,344070447,24.0,Urban,Low,Female,Single,Higher,8.0,8.0,0.652361111,Not trusted,1.0,7.0,0.5212808333
Hong Kong SAR,344071207,63.0,Urban,Low,Male,Divorced,Middle,9.0,10.0,0.52162037,Not trusted,1.0,5.0,0.485
Hong Kong SAR,344070859,47.0,Urban,Low,Female,Married,Middle,8.0,8.0,0.61,Not trusted,1.0,8.0,0.4577725
Hong Kong SAR,344071272,26.0,Urban,Medium,Female,Single,Higher,6.0,5.0,0.599907407,Not trusted,6.0,4.0,0.4977777778
Hong Kong SAR,344070098,50.0,Urban,Medium,Female,Married,Middle,6.0,5.0,0.385462963,Trusted,3.0,6.0,0.7066666667
Hong Kong SAR,344070806,32.0,Urban,Medium,Female,Married,Higher,7.0,5.0,0.802962963,Not trusted,1.0,8.0,0.6641666667
Hong Kong SAR,344070738,28.0,Urban,Medium,Male,Divorced,Higher,7.0,7.0,0.721805556,Not trusted,6.0,6.0,0.6094444444
Hong Kong SAR,344071319,24.0,Urban,Low,Female,Single,Higher,7.0,10.0,0.538240741,Not trusted,3.0,6.0,0.6916666667
Hong Kong SAR,344070103,83.0,Urban,Low,Male,Married,Lower,10.0,1.0,0.464027778,Not trusted,10.0,10.0,0.4980555556
Hong Kong SAR,344070435,81.0,Urban,Low,Male,Widowed,Higher,10.0,10.0,0.325277778,Not trusted,5.0,8.0,0.3325
Hong Kong SAR,344070075,77.0,Urban,Medium,Female,Widowed,Lower,5.0,2.0,0.549814815,Not trusted,7.0,5.0,0.5813888889
Hong Kong SAR,344071883,36.0,Urban,Medium,Male,Married,Higher,8.0,8.0,0.505833333,Trusted,4.0,6.0,0.415
Hong Kong SAR,344071671,21.0,Urban,Low,Male,Single,Higher,7.0,6.0,0.568472222,Not trusted,7.0,6.0,0.6638888889
Hong Kong SAR,344070919,35.0,Urban,Medium,Female,Single,Higher,8.0,7.0,0.499027778,Trusted,6.0,7.0,0.3872222222
Hong Kong SAR,344071950,57.0,Urban,Low,Female,Married,Higher,1.0,2.0,0.445787037,Not trusted,1.0,1.0,0.86
Hong Kong SAR,344071755,41.0,Urban,Medium,Female,Single,Higher,6.0,7.0,0.389675926,Trusted,8.0,6.0,0.5258333333
Hong Kong SAR,344071700,57.0,Urban,Low,Female,Married,Higher,3.0,5.0,0.529259259,Not trusted,10.0,1.0,0.5125
Hong Kong SAR,344070763,75.0,Urban,Medium,Male,Married,Lower,8.0,8.0,0.305,Not trusted,10.0,9.0,0.0963888889
Hong Kong SAR,344070990,37.0,Urban,Medium,Female,Married,Higher,9.0,10.0,0.438703704,Not trusted,8.0,9.0,0.5541666667
Hong Kong SAR,344070389,45.0,Urban,Low,Male,Married,Lower,4.0,5.0,0.625787037,Not trusted,3.0,4.0,0.47
Hong Kong SAR,344070236,57.0,Urban,Medium,Female,Single,Middle,5.0,5.0,0.433657407,Trusted,1.0,5.0,0.4283333333
Hong Kong SAR,344071585,49.0,Urban,Medium,Female,Single,Higher,1.0,4.0,0.549259259,Not trusted,4.0,2.0,0.5808333333
Hong Kong SAR,344070268,66.0,Urban,Low,Male,Divorced,Lower,5.0,10.0,0.380416667,Not trusted,,5.0,0.36
Hong Kong SAR,344071246,28.0,Urban,Medium,Female,Single,Higher,6.0,2.0,0.723148148,Trusted,3.0,6.0,0.6641666667
Hong Kong SAR,344070118,35.0,Urban,Medium,Female,Single,Higher,7.0,8.0,0.685185185,Not trusted,10.0,7.0,0.3594444444
Hong Kong SAR,344072065,60.0,Urban,Medium,Female,Married,Middle,6.0,10.0,0.410925926,Not trusted,2.0,6.0,0.2483333333
Hong Kong SAR,344070674,56.0,Urban,Medium,Male,Married,Lower,6.0,2.0,0.372358982,Not trusted,5.0,6.0,0.4283333333
Hong Kong SAR,344070250,38.0,Urban,Low,Female,Divorced,Lower,7.0,5.0,0.475740741,Not trusted,1.0,6.0,0.4016666667
Hong Kong SAR,344072045,65.0,Urban,Medium,Female,Married,Middle,7.0,6.0,0.413518519,Trusted,4.0,6.0,0.5541666667
Hong Kong SAR,344072072,23.0,Urban,Medium,Female,Single,Higher,4.0,4.0,0.594490741,Not trusted,2.0,3.0,0.6375
Hong Kong SAR,344070095,45.0,Urban,Medium,Female,Married,Lower,10.0,10.0,0.406296296,Trusted,6.0,8.0,0.3458333333
Hong Kong SAR,344070034,67.0,Urban,Medium,Female,Married,Lower,10.0,8.0,0.358240741,Not trusted,8.0,8.0,0.5675
Hong Kong SAR,344071541,49.0,Urban,Medium,Female,Widowed,Middle,6.0,5.0,0.525833333,Trusted,5.0,6.0,0.5811111111
Hong Kong SAR,344071934,31.0,Urban,Low,Female,Married,Higher,6.0,6.0,0.725740741,Not trusted,4.0,5.0,0.7616666667
Hong Kong SAR,344070449,56.0,Urban,Medium,Female,Married,Lower,6.0,5.0,0.376203704,Not trusted,8.0,5.0,0.4708333333
Hong Kong SAR,344070717,83.0,Urban,Low,Male,Widowed,Lower,5.0,5.0,0.354953704,Not trusted,1.0,7.0,0.415
Hong Kong SAR,344071984,65.0,Urban,High,Female,Married,Higher,8.0,8.0,0.560972222,Trusted,6.0,8.0,0.3313888889
Hong Kong SAR,344071753,41.0,Urban,Medium,Male,Married,Middle,5.0,5.0,0.4575,Trusted,1.0,5.0,0.5386111111
Hong Kong SAR,344070001,77.0,Urban,Low,Female,Widowed,Middle,5.0,10.0,0.554444444,Trusted,5.0,5.0,0.4286111111
Hong Kong SAR,344071986,33.0,Urban,Medium,Male,Single,Higher,1.0,1.0,0.592037037,Not trusted,1.0,1.0,0.7216666667
Hong Kong SAR,344071102,56.0,Urban,Medium,Female,Married,Middle,8.0,9.0,0.432592593,Trusted,8.0,8.0,0.47
Hong Kong SAR,344071109,42.0,Urban,Medium,Female,Single,Lower,6.0,8.0,0.331944444,Not trusted,6.0,6.0,0.3038888889
Hong Kong SAR,344071288,50.0,Urban,Medium,Female,Married,Middle,10.0,10.0,0.204907407,Trusted,1.0,10.0,0.3733333333
Hong Kong SAR,344070083,57.0,Urban,Low,Male,Married,Middle,7.0,8.0,0.292731482,Not trusted,1.0,7.0,0.4433333333
Hong Kong SAR,344071352,53.0,Urban,Medium,Male,Married,Higher,6.0,5.0,0.491805556,Not trusted,1.0,6.0,0.775
Hong Kong SAR,344070677,42.0,Urban,Low,Female,Married,Lower,6.0,7.0,0.447962963,Not trusted,1.0,6.0,0.6037808333
Hong Kong SAR,344071527,54.0,Urban,Medium,Female,Married,Middle,7.0,6.0,0.471111111,Not trusted,6.0,7.0,0.7194444444
Hong Kong SAR,344071047,44.0,Urban,Medium,Male,Married,Higher,7.0,8.0,0.362314815,Trusted,8.0,7.0,0.4986111111
Hong Kong SAR,344070771,78.0,Urban,Low,Male,Married,Lower,8.0,8.0,0.288518519,Not trusted,4.0,6.0,0.4708333333
Hong Kong SAR,344071358,42.0,Urban,Low,Male,Married,Higher,8.0,8.0,0.520833333,Trusted,8.0,8.0,0.5275
Hong Kong SAR,344071344,23.0,Urban,Medium,Female,Single,Higher,7.0,7.0,0.571203704,Trusted,3.0,7.0,0.7194444444
Hong Kong SAR,344071659,53.0,Urban,Medium,Female,Single,Higher,7.0,10.0,0.388888889,Trusted,1.0,8.0,0.305
Hong Kong SAR,344071567,40.0,Urban,Medium,Female,Married,Higher,5.0,6.0,0.288796296,Trusted,5.0,7.0,0.6788888889
Hong Kong SAR,344070405,37.0,Urban,Medium,Male,Single,Higher,9.0,8.0,0.537824074,Not trusted,8.0,10.0,0.5116666667
Hong Kong SAR,344071814,58.0,Urban,Medium,Female,Divorced,Middle,5.0,7.0,0.362453704,Not trusted,10.0,5.0,0.2905555556
Hong Kong SAR,344071873,35.0,Urban,Medium,Female,Divorced,Higher,7.0,7.0,0.542453704,Not trusted,6.0,5.0,0.5386111111
Hong Kong SAR,344071407,41.0,Urban,Medium,Female,Married,Higher,7.0,6.0,0.492777778,Not trusted,1.0,7.0,0.3736111111
Hong Kong SAR,344070105,55.0,Urban,Medium,Female,Single,Middle,8.0,9.0,0.336435185,Trusted,6.0,8.0,0.4008333333
Hong Kong SAR,344070689,47.0,Urban,Medium,Female,Divorced,Higher,4.0,7.0,0.752314815,Not trusted,8.0,7.0,0.4011111111
Hong Kong SAR,344071868,58.0,Urban,Medium,Female,Married,Middle,6.0,3.0,0.429444444,Not trusted,3.0,4.0,0.3175
Hong Kong SAR,344070827,41.0,Urban,Medium,Male,Single,Middle,7.0,3.0,0.545740741,Not trusted,5.0,9.0,0.3316666667
Hong Kong SAR,344071241,25.0,Urban,Medium,Female,Single,Higher,7.0,7.0,0.543981482,Trusted,5.0,7.0,0.4008333333
Hong Kong SAR,344070063,56.0,Urban,Low,Male,Married,Middle,8.0,5.0,0.47287037,Not trusted,3.0,5.0,0.4280555556
Hong Kong SAR,344070853,64.0,Urban,Low,Female,Married,Lower,7.0,8.0,0.485,,2.0,5.0,0.4576141667
Hong Kong SAR,344071422,35.0,Urban,Medium,Female,Married,Middle,6.0,6.0,0.516851852,Trusted,5.0,6.0,0.665
Hong Kong SAR,344070224,59.0,Urban,Medium,Female,Married,Lower,7.0,7.0,0.408194444,Not trusted,1.0,7.0,0.4291666667
Hong Kong SAR,344070146,47.0,Urban,Medium,Male,Married,Higher,7.0,7.0,0.0595,,9.0,7.0,0.3597222222
Hong Kong SAR,344071089,56.0,Urban,Medium,Female,Married,Higher,7.0,6.0,0.41162037,Trusted,3.0,6.0,0.3733333333
Hong Kong SAR,344070374,63.0,Urban,Low,Male,Married,Middle,7.0,6.0,0.64037037,Not trusted,8.0,6.0,0.4425
Hong Kong SAR,344071840,58.0,Urban,Medium,Female,Married,Middle,6.0,6.0,0.436111111,Trusted,6.0,5.0,0.4983333333
Hong Kong SAR,344071143,29.0,Urban,Medium,Female,Married,Higher,9.0,9.0,0.572546296,Trusted,5.0,9.0,0.1377777778
Hong Kong SAR,344071921,30.0,Urban,Medium,Female,Single,Middle,8.0,8.0,0.403981482,Trusted,4.0,8.0,0.4144444444
Hong Kong SAR,344071573,27.0,Urban,Low,Male,Married,Middle,3.0,2.0,0.366944444,Not trusted,5.0,5.0,0.6383333333
Hong Kong SAR,344071266,51.0,Urban,Medium,Male,Married,Higher,4.0,3.0,0.903981482,Not trusted,1.0,8.0,0.8591666667
Hong Kong SAR,344071681,65.0,Urban,Medium,Male,Married,Higher,6.0,5.0,0.499166667,Not trusted,9.0,5.0,0.6933333333
Hong Kong SAR,344071334,25.0,Urban,Medium,Male,Single,Middle,5.0,8.0,0.566018519,Not trusted,9.0,3.0,0.6937252778
Hong Kong SAR,344070010,22.0,Urban,Low,Male,Single,Higher,8.0,8.0,0.602222222,Not trusted,9.0,8.0,0.47
Hong Kong SAR,344070450,50.0,Urban,Medium,Female,Married,Middle,9.0,10.0,0.431759259,Trusted,10.0,9.0,0.3455555556
Hong Kong SAR,344070709,44.0,Urban,Medium,Female,Single,Higher,7.0,8.0,0.461574074,Trusted,8.0,7.0,0.4008333333
Hong Kong SAR,344070256,28.0,Urban,Medium,Male,Single,Middle,7.0,7.0,0.429444444,Not trusted,4.0,6.0,0.595
Hong Kong SAR,344070883,72.0,Urban,Low,Male,Widowed,Lower,7.0,7.0,0.366666667,Not trusted,1.0,7.0,0.5258333333
Hong Kong SAR,344070390,64.0,Urban,Low,Female,Widowed,Lower,8.0,10.0,0.306759259,Trusted,1.0,6.0,0.3591666667
Hong Kong SAR,344071600,45.0,Urban,Low,Male,Single,Middle,1.0,6.0,0.5625,Not trusted,1.0,1.0,0.93
Hong Kong SAR,344070909,72.0,Urban,Low,Male,Married,Middle,8.0,7.0,0.429027778,Trusted,,8.0,0.4861625
Hong Kong SAR,344070925,33.0,Urban,Medium,Male,Married,Higher,8.0,9.0,0.651388889,Not trusted,6.0,8.0,0.4833333333
Hong Kong SAR,344071789,55.0,Urban,Medium,Male,Married,Higher,7.0,7.0,0.286481482,Not trusted,1.0,7.0,0.5266666667
Hong Kong SAR,344071294,56.0,Urban,High,Female,Married,Middle,8.0,8.0,0.413240741,Trusted,6.0,8.0,0.5808333333
Hong Kong SAR,344070461,67.0,Urban,Low,Male,Divorced,Middle,5.0,5.0,0.679444444,Not trusted,4.0,4.0,0.4008333333
Hong Kong SAR,344071333,20.0,Urban,Low,Female,Single,Middle,5.0,5.0,0.457777778,Not trusted,6.0,5.0,0.7333333333
Hong Kong SAR,344071786,39.0,Urban,Medium,Female,Single,Higher,8.0,9.0,0.749583333,Trusted,3.0,7.0,0.6916666667
Hong Kong SAR,344071169,51.0,Urban,Medium,Female,Married,Middle,8.0,8.0,0.672638889,Not trusted,5.0,7.0,0.5675
Hong Kong SAR,344070959,57.0,Urban,Medium,Female,Married,Middle,7.0,8.0,0.325277778,Not trusted,2.0,7.0,0.4569444444
Hong Kong SAR,344070502,48.0,Urban,Low,Female,Married,Middle,6.0,5.0,0.318333333,Trusted,5.0,6.0,0.3738888889
Hong Kong SAR,344070740,41.0,Urban,Medium,Female,Married,Middle,5.0,5.0,0.424776296,Trusted,5.0,5.0,0.4283333333
Hong Kong SAR,344071977,58.0,Urban,Low,Female,Married,Middle,7.0,6.0,0.541111111,Not trusted,5.0,7.0,0.5266666667
Hong Kong SAR,344070869,44.0,Urban,Medium,Female,Married,Middle,4.0,5.0,0.380972222,Not trusted,8.0,5.0,0.415
Hong Kong SAR,344070732,37.0,Urban,Medium,Female,Single,Higher,6.0,6.0,0.620740741,Trusted,6.0,6.0,0.5394444444
Hong Kong SAR,344070540,63.0,Urban,Medium,Male,Divorced,Lower,10.0,5.0,0.482685185,Not trusted,5.0,6.0,0.4798275
Hong Kong SAR,344071202,53.0,Urban,Medium,Female,Living together as married,Middle,10.0,10.0,0.504212963,Trusted,1.0,10.0,0.4991666667
Hong Kong SAR,344070698,67.0,Urban,Medium,Female,Divorced,Lower,10.0,7.0,0.549814815,Trusted,1.0,10.0,0.3461111111
Hong Kong SAR,344071466,61.0,Urban,Medium,Male,Married,Higher,8.0,8.0,0.244259259,Trusted,5.0,8.0,0.6369444444
Hong Kong SAR,344071448,29.0,Urban,Medium,Female,Married,Higher,8.0,8.0,0.368842593,Not trusted,7.0,7.0,0.5402777778
Hong Kong SAR,344071146,25.0,Urban,Medium,Male,Married,Higher,7.0,7.0,0.728611111,Trusted,5.0,6.0,0.3594444444
